0.000000000000000000e+00,2.040164363336164797e+03
1.000000000000000000e+00,2.043165037310794332e+03
2.000000000000000000e+00,2.028899253811501694e+03
3.000000000000000000e+00,2.047299804191189878e+03
4.000000000000000000e+00,2.031365235218984026e+03
5.000000000000000000e+00,2.053532529776541651e+03
6.000000000000000000e+00,2.053168444725723475e+03
7.000000000000000000e+00,2.039038551808103875e+03
8.000000000000000000e+00,2.048713384881599723e+03
9.000000000000000000e+00,2.030305826308569976e+03
1.000000000000000000e+01,2.029797396700414765e+03
1.100000000000000000e+01,2.048112535122107147e+03
1.200000000000000000e+01,2.023895397885175726e+03
1.300000000000000000e+01,2.054482524904173715e+03
1.400000000000000000e+01,2.023892226590508926e+03
1.500000000000000000e+01,2.034072810184389709e+03
1.600000000000000000e+01,2.045021848477909998e+03
1.700000000000000000e+01,2.024971054015240952e+03
1.800000000000000000e+01,2.047001525067382545e+03
1.900000000000000000e+01,2.029319527102005168e+03
2.000000000000000000e+01,2.046360899130912458e+03
2.100000000000000000e+01,2.041220445996461194e+03
2.200000000000000000e+01,2.032844740280120277e+03
2.300000000000000000e+01,2.026817844686890794e+03
2.400000000000000000e+01,2.052547371139514325e+03
2.500000000000000000e+01,2.030600101066290108e+03
2.600000000000000000e+01,2.053171308604532896e+03
2.700000000000000000e+01,2.050465398365522105e+03
2.800000000000000000e+01,2.032528259180581699e+03
2.900000000000000000e+01,2.046641767353816476e+03
3.000000000000000000e+01,2.029275094404701804e+03
3.100000000000000000e+01,2.025254628344629509e+03
3.200000000000000000e+01,2.056879075466172708e+03
3.300000000000000000e+01,2.048548595205596030e+03
3.400000000000000000e+01,2.026901940883539282e+03
3.500000000000000000e+01,2.042187995255284250e+03
3.600000000000000000e+01,2.033777194223983088e+03
3.700000000000000000e+01,2.038707148552929311e+03
3.800000000000000000e+01,2.043024681140462917e+03
3.900000000000000000e+01,2.076962280087325325e+03
4.000000000000000000e+01,2.069775906186853263e+03
4.100000000000000000e+01,2.042613549952554877e+03
4.200000000000000000e+01,2.037443805184973371e+03
4.300000000000000000e+01,2.035469913651678326e+03
4.400000000000000000e+01,2.040783292281951162e+03
4.500000000000000000e+01,2.056702554750654599e+03
4.600000000000000000e+01,2.043943042143836010e+03
4.700000000000000000e+01,2.019635692228255493e+03
4.800000000000000000e+01,2.036696784157577667e+03
4.900000000000000000e+01,2.048056129091966795e+03
5.000000000000000000e+01,2.035042162995371655e+03
5.100000000000000000e+01,2.040963743659870261e+03
5.200000000000000000e+01,2.030671785926896746e+03
5.300000000000000000e+01,2.044442487530735434e+03
5.400000000000000000e+01,2.028615443911779721e+03
5.500000000000000000e+01,2.043642541479255669e+03
5.600000000000000000e+01,2.036780367543299008e+03
5.700000000000000000e+01,2.076413817561358883e+03
5.800000000000000000e+01,2.030048536828749548e+03
5.900000000000000000e+01,2.027124600101449005e+03
6.000000000000000000e+01,2.048132655215950308e+03
6.100000000000000000e+01,2.042634351847688549e+03
6.200000000000000000e+01,2.042056725258871893e+03
6.300000000000000000e+01,2.030752743982726543e+03
6.400000000000000000e+01,2.035112657270454747e+03
6.500000000000000000e+01,2.050484912915793302e+03
6.600000000000000000e+01,2.024548459010792612e+03
6.700000000000000000e+01,2.031916645838174873e+03
6.800000000000000000e+01,2.028944719848353316e+03
6.900000000000000000e+01,2.038884712048813526e+03
7.000000000000000000e+01,2.055676672179990874e+03
7.100000000000000000e+01,2.029807168537188545e+03
7.200000000000000000e+01,2.019395123376539914e+03
7.300000000000000000e+01,2.048309157081738704e+03
7.400000000000000000e+01,2.046297545261419600e+03
7.500000000000000000e+01,2.059257993491011803e+03
7.600000000000000000e+01,2.038981085265898855e+03
7.700000000000000000e+01,2.029929501235731095e+03
7.800000000000000000e+01,2.053298970050352182e+03
7.900000000000000000e+01,2.048271146980285721e+03
8.000000000000000000e+01,2.040516384170001402e+03
8.100000000000000000e+01,2.058214705360590870e+03
8.200000000000000000e+01,2.062297752607043549e+03
8.300000000000000000e+01,2.055641095895706712e+03
8.400000000000000000e+01,2.041866425478773863e+03
8.500000000000000000e+01,2.044961995454717908e+03
8.600000000000000000e+01,2.042180646024154612e+03
8.700000000000000000e+01,2.048103191177696317e+03
8.800000000000000000e+01,2.041634423334835219e+03
8.900000000000000000e+01,2.028286701672369645e+03
9.000000000000000000e+01,2.040797727234093600e+03
9.100000000000000000e+01,2.048723605381327161e+03
9.200000000000000000e+01,2.035304296503110891e+03
9.300000000000000000e+01,2.035854752845856865e+03
9.400000000000000000e+01,2.057392827125187523e+03
9.500000000000000000e+01,2.041660107225679440e+03
9.600000000000000000e+01,2.029137541605590968e+03
9.700000000000000000e+01,2.040349378487368995e+03
9.800000000000000000e+01,2.031948732744398512e+03
9.900000000000000000e+01,2.045940462636955090e+03
