0.000000000000000000e+00,1.941167363861406784e+03
1.000000000000000000e+00,1.937863780902427152e+03
2.000000000000000000e+00,1.946770456019825588e+03
3.000000000000000000e+00,1.939557496276237316e+03
4.000000000000000000e+00,1.948793210558279043e+03
5.000000000000000000e+00,1.943421179787534811e+03
6.000000000000000000e+00,1.945041316659150880e+03
7.000000000000000000e+00,1.946403049505827312e+03
8.000000000000000000e+00,1.954337173912954540e+03
9.000000000000000000e+00,1.942419234136667910e+03
1.000000000000000000e+01,1.946550764021872737e+03
1.100000000000000000e+01,1.949752770444418957e+03
1.200000000000000000e+01,1.940410553700816763e+03
1.300000000000000000e+01,1.934628575271381806e+03
1.400000000000000000e+01,1.952700220027015121e+03
1.500000000000000000e+01,1.946780301938318644e+03
1.600000000000000000e+01,1.944367628843992179e+03
1.700000000000000000e+01,1.947785867410825404e+03
1.800000000000000000e+01,1.946184630431307141e+03
1.900000000000000000e+01,1.945262607572072966e+03
2.000000000000000000e+01,1.948028241460780919e+03
2.100000000000000000e+01,1.942936145770766871e+03
2.200000000000000000e+01,1.942082764779675927e+03
2.300000000000000000e+01,1.952625912567088562e+03
2.400000000000000000e+01,1.947657861054317664e+03
2.500000000000000000e+01,1.953673040576839867e+03
2.600000000000000000e+01,1.944895886669633910e+03
2.700000000000000000e+01,1.935294671874523601e+03
2.800000000000000000e+01,1.948640952570593981e+03
2.900000000000000000e+01,1.953714926863832261e+03
3.000000000000000000e+01,1.938757173707185530e+03
3.100000000000000000e+01,1.947082596566117218e+03
3.200000000000000000e+01,1.947611588039201024e+03
3.300000000000000000e+01,1.943551712541002416e+03
3.400000000000000000e+01,1.950908748192420035e+03
3.500000000000000000e+01,1.945780998094782944e+03
3.600000000000000000e+01,1.939260768932569363e+03
3.700000000000000000e+01,1.948770487494887448e+03
3.800000000000000000e+01,1.948124782039217507e+03
3.900000000000000000e+01,1.943103197007885910e+03
4.000000000000000000e+01,1.947026440240642842e+03
4.100000000000000000e+01,1.954192258696899898e+03
4.200000000000000000e+01,1.950745392757426544e+03
4.300000000000000000e+01,1.940053632944208857e+03
4.400000000000000000e+01,1.946807968221814690e+03
4.500000000000000000e+01,1.944710505203436242e+03
4.600000000000000000e+01,1.947447108942315708e+03
4.700000000000000000e+01,1.942045490965553654e+03
4.800000000000000000e+01,1.944858953626540142e+03
4.900000000000000000e+01,1.950567322521491633e+03
5.000000000000000000e+01,1.939089004338905397e+03
5.100000000000000000e+01,1.944449226450527931e+03
5.200000000000000000e+01,1.943957744443066758e+03
5.300000000000000000e+01,1.941268783274797897e+03
5.400000000000000000e+01,1.953300159103186843e+03
5.500000000000000000e+01,1.942092756694699801e+03
5.600000000000000000e+01,1.953030042406042412e+03
5.700000000000000000e+01,1.940562347334065407e+03
5.800000000000000000e+01,1.941823543953339367e+03
5.900000000000000000e+01,1.944492947436165650e+03
6.000000000000000000e+01,1.945194677071852539e+03
6.100000000000000000e+01,1.948619498162696118e+03
6.200000000000000000e+01,1.945198147116032487e+03
6.300000000000000000e+01,1.945266108614197492e+03
6.400000000000000000e+01,1.948342027256966276e+03
6.500000000000000000e+01,1.943243330719015603e+03
6.600000000000000000e+01,1.939863389944898472e+03
6.700000000000000000e+01,1.947328057131681362e+03
6.800000000000000000e+01,1.947431691287624744e+03
6.900000000000000000e+01,1.938765726841892729e+03
7.000000000000000000e+01,1.944906765949240025e+03
7.100000000000000000e+01,1.948979270528755251e+03
7.200000000000000000e+01,1.942797956688040131e+03
7.300000000000000000e+01,1.941972081067607405e+03
7.400000000000000000e+01,1.952344520932824707e+03
7.500000000000000000e+01,1.942963067045606977e+03
7.600000000000000000e+01,1.942198813658162180e+03
7.700000000000000000e+01,1.945478401679928083e+03
7.800000000000000000e+01,1.945253309580046107e+03
7.900000000000000000e+01,1.948168742988608301e+03
8.000000000000000000e+01,1.939244154988444279e+03
8.100000000000000000e+01,1.945779036619906492e+03
8.200000000000000000e+01,1.945451123569856236e+03
8.300000000000000000e+01,1.944170581818890241e+03
8.400000000000000000e+01,1.947729504937329239e+03
8.500000000000000000e+01,1.944481816400793605e+03
8.600000000000000000e+01,1.945007993505763125e+03
8.700000000000000000e+01,1.945750957858040465e+03
8.800000000000000000e+01,1.948238357631337294e+03
8.900000000000000000e+01,1.948614957350081113e+03
9.000000000000000000e+01,1.954520417760453256e+03
9.100000000000000000e+01,1.941692428703202040e+03
9.200000000000000000e+01,1.943661222901364681e+03
9.300000000000000000e+01,1.946827157579116147e+03
9.400000000000000000e+01,1.943106372207316781e+03
9.500000000000000000e+01,1.949676893111624622e+03
9.600000000000000000e+01,1.943073415600592398e+03
9.700000000000000000e+01,1.946575944936912947e+03
9.800000000000000000e+01,1.945298704302531178e+03
9.900000000000000000e+01,1.939146099286174604e+03
